# s_m; t_s; f_x_fl_N; f_y_fl_N; f_z_fl_N; f_x_fr_N; f_y_fr_N; f_z_fr_N;f_x_rl_N; f_y_rl_N; f_z_rl_N; f_x_rr_N;f_y_rr_N; f_z_rr_N;
35.1; 5.989; -1.6; 2.1; 8.7; -1.6; 2.8; 11.0; -1.1; 2.2; 8.0; -1.1; 2.7; 10.4
35.4; 6.075; -1.4; 2.2; 8.6; -1.4; 2.9; 11.0; -0.9; 2.2; 8.0; -0.9; 2.8; 10.5
35.7; 6.162; -1.2; 2.2; 8.4; -1.2; 3.0; 11.0; -0.7; 2.3; 8.0; -0.7; 3.0; 10.5
36.0; 6.252; -1.0; 2.3; 8.3; -1.0; 3.1; 11.0; -0.5; 2.4; 8.0; -0.5; 3.1; 10.6
36.3; 6.346; -0.7; 2.3; 8.2; -0.7; 3.2; 10.9; -0.3; 2.4; 8.0; -0.3; 3.2; 10.7
36.6; 6.446; -0.6; 2.4; 8.2; -0.6; 3.2; 10.9; -0.2; 2.4; 8.0; -0.2; 3.2; 10.7
36.9; 6.552; -0.6; 2.3; 8.2; -0.6; 3.2; 10.9; -0.3; 2.4; 8.0; -0.3; 3.2; 10.7
37.2; 6.664; -0.6; 2.3; 8.2; -0.6; 3.2; 10.9; -0.3; 2.4; 8.0; -0.3; 3.2; 10.6
37.5; 6.781; 0.4; 2.2; 7.9; 0.4; 3.1; 10.7; 0.4; 2.4; 8.2; 0.4; 3.2; 10.9
37.8; 6.897; 0.3; 2.2; 7.9; 0.3; 3.1; 10.7; 0.3; 2.4; 8.1; 0.3; 3.2; 10.9
38.1; 7.013; 0.5; 2.0; 7.9; 0.5; 2.9; 10.6; 0.5; 2.4; 8.3; 0.5; 3.1; 10.9
38.4; 7.124; 1.4; 1.8; 7.9; 1.4; 2.6; 10.2; 1.4; 2.2; 8.6; 1.4; 2.7; 11.0
38.7; 7.229; 1.6; 1.6; 7.9; 1.6; 2.4; 10.1; 1.6; 2.1; 8.8; 1.6; 2.5; 11.0
39.0; 7.329; 1.7; 1.6; 7.9; 1.7; 2.3; 10.1; 1.7; 2.1; 8.9; 1.7; 2.5; 11.1
39.3; 7.423; 1.7; 1.6; 7.9; 1.7; 2.3; 10.1; 1.8; 2.0; 8.9; 1.8; 2.4; 11.1
39.6; 7.513; 1.8; 1.6; 8.0; 1.8; 2.1; 10.0; 1.9; 1.9; 9.1; 1.9; 2.3; 11.1
39.9; 7.598; 1.9; 1.5; 8.1; 1.9; 1.9; 9.9; 2.1; 1.8; 9.2; 2.1; 2.0; 11.1
40.2; 7.680; 2.1; 1.3; 8.2; 2.1; 1.6; 9.8; 2.4; 1.6; 9.4; 2.4; 1.8; 11.1
40.5; 7.757; 2.2; 1.1; 8.3; 2.2; 1.4; 9.7; 2.6; 1.3; 9.7; 2.6; 1.5; 11.0
40.8; 7.831; 2.4; 0.9; 8.4; 2.4; 1.1; 9.5; 2.8; 1.0; 9.9; 2.8; 1.1; 11.0
41.1; 7.902; 2.5; 0.7; 8.6; 2.5; 0.7; 9.4; 2.9; 0.8; 10.1; 2.9; 0.8; 10.9
41.4; 7.970; 2.6; 0.4; 8.7; 2.6; 0.5; 9.2; 3.1; 0.5; 10.4; 3.1; 0.5; 10.9
41.7; 8.034; 2.7; 0.2; 8.9; 2.7; 0.2; 9.1; 3.2; 0.2; 10.6; 3.2; 0.2; 10.8
42.0; 8.097; 2.7; 0.0; 9.0; 2.7; 0.0; 9.1; 3.2; 0.0; 10.7; 3.2; 0.0; 10.8
42.3; 8.157; 2.7; -0.1; 9.1; 2.7; -0.1; 9.0; 3.2; -0.1; 10.9; 3.2; -0.1; 10.8
42.6; 8.215; 2.7; -0.2; 9.3; 2.7; -0.2; 9.0; 3.2; -0.3; 11.0; 3.2; -0.3; 10.7
42.9; 8.272; 2.7; -0.4; 9.4; 2.7; -0.4; 9.0; 3.2; -0.5; 11.1; 3.2; -0.5; 10.7
43.2; 8.327; 2.6; -0.6; 9.6; 2.6; -0.6; 8.9; 3.1; -0.7; 11.3; 3.1; -0.6; 10.6
43.5; 8.380; 2.6; -0.8; 9.7; 2.6; -0.7; 8.9; 3.1; -0.9; 11.4; 3.1; -0.8; 10.6
43.8; 8.432; 2.5; -0.9; 9.8; 2.5; -0.8; 8.9; 3.0; -1.0; 11.5; 3.0; -0.9; 10.5
44.1; 8.483; 2.5; -1.0; 9.9; 2.5; -0.9; 8.9; 3.0; -1.1; 11.6; 3.0; -1.1; 10.5
44.4; 8.533; 2.5; -1.1; 10.0; 2.5; -1.0; 8.9; 2.9; -1.3; 11.7; 2.9; -1.2; 10.5
44.7; 8.582; 2.4; -1.3; 10.1; 2.4; -1.1; 8.9; 2.9; -1.4; 11.7; 2.9; -1.2; 10.5
45.0; 8.630; 2.4; -1.3; 10.2; 2.4; -1.2; 8.9; 2.8; -1.5; 11.8; 2.8; -1.3; 10.4
45.3; 8.678; 2.4; -1.4; 10.3; 2.4; -1.2; 8.9; 2.8; -1.5; 11.9; 2.8; -1.4; 10.4
45.6; 8.724; 2.4; -1.4; 10.3; 2.4; -1.2; 8.9; 2.8; -1.6; 11.9; 2.8; -1.4; 10.5
45.9; 8.770; 2.4; -1.4; 10.3; 2.4; -1.2; 8.9; 2.8; -1.6; 11.9; 2.8; -1.4; 10.5
46.2; 8.815; 2.0; -1.3; 10.5; 2.0; -1.2; 9.1; 2.0; -1.5; 11.8; 2.0; -1.3; 10.4
46.5; 8.861; -2.9; -1.3; 11.5; -2.9; -1.1; 10.3; -2.0; -1.3; 10.4; -2.0; -1.2; 9.2
46.8; 8.908; -3.0; -1.1; 11.4; -3.0; -1.0; 10.4; -2.0; -1.1; 10.3; -2.0; -1.0; 9.2
47.1; 8.957; -3.1; -0.8; 11.2; -3.1; -0.7; 10.5; -2.1; -0.8; 10.0; -2.1; -0.8; 9.3
47.4; 9.007; -3.2; -0.4; 11.1; -3.2; -0.4; 10.6; -2.1; -0.5; 9.8; -2.1; -0.5; 9.3
47.7; 9.059; -3.2; -0.1; 10.9; -3.2; -0.1; 10.7; -2.2; -0.2; 9.6; -2.2; -0.2; 9.4
48.0; 9.113; -3.2; 0.1; 10.7; -3.2; 0.1; 10.8; -2.2; 0.1; 9.4; -2.2; 0.1; 9.5
48.3; 9.169; -3.1; 0.3; 10.5; -3.1; 0.3; 10.8; -2.1; 0.3; 9.2; -2.1; 0.3; 9.5
48.6; 9.227; -3.1; 0.5; 10.3; -3.1; 0.5; 10.8; -2.1; 0.5; 9.1; -2.1; 0.5; 9.6
48.9; 9.287; -3.0; 0.7; 10.2; -3.0; 0.7; 10.9; -2.0; 0.7; 8.9; -2.0; 0.8; 9.6
49.2; 9.350; -2.9; 0.9; 10.0; -2.9; 1.0; 10.9; -2.0; 0.9; 8.8; -2.0; 1.0; 9.7
49.5; 9.416; -2.8; 1.0; 9.8; -2.8; 1.2; 10.9; -1.9; 1.1; 8.7; -1.9; 1.2; 9.8
49.8; 9.485; -2.6; 1.2; 9.6; -2.6; 1.4; 10.9; -1.8; 1.3; 8.5; -1.8; 1.4; 9.8
50.1; 9.557; -2.5; 1.4; 9.4; -2.5; 1.7; 11.0; -1.7; 1.5; 8.4; -1.7; 1.7; 9.9
50.4; 9.633; -2.3; 1.6; 9.2; -2.3; 2.0; 11.0; -1.5; 1.7; 8.3; -1.5; 2.0; 10.0
50.7; 9.712; -2.0; 1.8; 9.0; -2.0; 2.3; 11.0; -1.4; 1.9; 8.2; -1.4; 2.2; 10.2
51.0; 9.795; -1.8; 2.0; 8.9; -1.8; 2.5; 11.0; -1.2; 2.0; 8.1; -1.2; 2.5; 10.3
51.3; 9.883; -1.6; 2.1; 8.7; -1.6; 2.8; 11.0; -1.1; 2.2; 8.0; -1.1; 2.7; 10.4
51.6; 9.975; -1.3; 2.2; 8.5; -1.3; 2.9; 11.0; -0.8; 2.2; 8.0; -0.8; 2.9; 10.5
51.9; 10.071; -1.1; 2.3; 8.4; -1.1; 3.1; 11.0; -0.6; 2.3; 8.0; -0.6; 3.0; 10.6
52.2; 10.172; -0.8; 2.3; 8.3; -0.8; 3.2; 10.9; -0.4; 2.4; 8.0; -0.4; 3.1; 10.7
52.5; 10.277; -0.6; 2.3; 8.2; -0.6; 3.2; 10.9; -0.2; 2.4; 8.0; -0.2; 3.2; 10.7
52.8; 10.381; -0.5; 2.3; 8.1; -0.5; 3.2; 10.9; -0.2; 2.4; 8.0; -0.2; 3.2; 10.7
53.1; 10.482; -0.6; 2.3; 8.2; -0.6; 3.2; 10.9; -0.3; 2.4; 8.0; -0.3; 3.2; 10.7
53.4; 10.578; 0.3; 2.2; 7.9; 0.3; 3.1; 10.7; 0.3; 2.4; 8.1; 0.3; 3.3; 10.9
53.7; 10.674; 0.4; 2.2; 7.9; 0.4; 3.1; 10.7; 0.4; 2.4; 8.2; 0.4; 3.3; 10.9
54.0; 10.775; 0.3; 2.2; 8.0; 0.3; 3.1; 10.7; 0.3; 2.4; 8.1; 0.3; 3.3; 10.9
54.3; 10.882; 0.6; 2.0; 7.9; 0.6; 2.9; 10.6; 0.6; 2.4; 8.3; 0.6; 3.1; 10.9
54.6; 10.989; 1.4; 1.8; 7.9; 1.4; 2.6; 10.2; 1.4; 2.2; 8.6; 1.4; 2.7; 11.0
54.9; 11.092; 1.6; 1.7; 7.9; 1.6; 2.4; 10.2; 1.6; 2.1; 8.8; 1.6; 2.5; 11.1
55.2; 11.190; 1.7; 1.6; 7.9; 1.7; 2.3; 10.1; 1.7; 2.1; 8.9; 1.7; 2.5; 11.1
55.5; 11.283; 1.7; 1.6; 7.9; 1.7; 2.3; 10.1; 1.7; 2.0; 8.9; 1.7; 2.4; 11.1
